,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
72,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,80.0,3840,70,300,255,Rock Pokémon,100.0,1059860,,40.0,Isitsubuteイシツブテ,Geodude,50.0,74,30.0,30.0,20.0,Rock,Ground,,1,0
73,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,95.0,3840,70,390,120,Rock Pokémon,115.0,1059860,,55.0,Goloneゴローン,Graveler,50.0,75,45.0,45.0,35.0,Rock,Ground,,1,0
74,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,120.0,3840,70,495,45,Megaton Pokémon,130.0,1059860,,80.0,Golonyaゴローニャ,Golem,50.0,76,55.0,65.0,45.0,Rock,Ground,,1,0
75,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85.0,5120,70,410,190,Fire Horse Pokémon,55.0,1000000,1.0,50.0,Ponytaポニータ,Ponyta,50.0,77,65.0,65.0,90.0,Fire,,30.0,1,0
76,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,100.0,5120,70,500,60,Fire Horse Pokémon,70.0,1000000,1.7,65.0,Gallopギャロップ,Rapidash,50.0,78,80.0,80.0,105.0,Fire,,95.0,1,0
77,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,65.0,5120,70,315,190,Dopey Pokémon,65.0,1000000,1.2,90.0,Yadonヤドン,Slowpoke,50.0,79,40.0,40.0,15.0,Water,Psychic,36.0,1,0
78,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75.0,5120,70,590,75,Hermit Crab Pokémon,110.0,1000000,1.6,95.0,Yadoranヤドラン,Slowbro,50.0,80,100.0,80.0,30.0,Water,Psychic,78.5,1,0
79,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,35.0,5120,70,325,190,Magnet Pokémon,70.0,1000000,0.3,25.0,Coilコイル,Magnemite,,81,95.0,55.0,45.0,Electric,Steel,6.0,1,0
80,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,60.0,5120,70,465,60,Magnet Pokémon,95.0,1000000,1.0,50.0,Rarecoilレアコイル,Magneton,,82,120.0,70.0,70.0,Electric,Steel,60.0,1,0
81,"['Keen Eye', 'Inner Focus', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65.0,5120,70,377,45,Wild Duck Pokémon,55.0,1000000,0.8,52.0,Kamonegiカモネギ,Farfetch'd,50.0,83,58.0,62.0,60.0,Normal,Flying,15.0,1,0
82,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85.0,5120,70,310,190,Twin Bird Pokémon,45.0,1000000,1.4,35.0,Dodoドードー,Doduo,50.0,84,35.0,35.0,75.0,Normal,Flying,39.2,1,0
83,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,110.0,5120,70,470,45,Triple Bird Pokémon,70.0,1000000,1.8,60.0,Dodorioドードリオ,Dodrio,50.0,85,60.0,60.0,100.0,Normal,Flying,85.2,1,0
84,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45.0,5120,70,325,190,Sea Lion Pokémon,55.0,1000000,1.1,65.0,Pawouパウワウ,Seel,50.0,86,45.0,70.0,45.0,Water,,90.0,1,0
85,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,70.0,5120,70,475,75,Sea Lion Pokémon,80.0,1000000,1.7,90.0,Jugonジュゴン,Dewgong,50.0,87,70.0,95.0,70.0,Water,Ice,120.0,1,0
86,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,80.0,5120,70,325,190,Sludge Pokémon,50.0,1000000,,80.0,Betbeterベトベター,Grimer,50.0,88,40.0,50.0,25.0,Poison,poison,,1,0
87,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,105.0,5120,70,500,75,Sludge Pokémon,75.0,1000000,,105.0,Betbetonベトベトン,Muk,50.0,89,65.0,100.0,50.0,Poison,poison,,1,0
88,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120,70,305,190,Bivalve Pokémon,100.0,1250000,0.3,30.0,Shellderシェルダー,Shellder,50.0,90,45.0,25.0,40.0,Water,,4.0,1,0
89,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,95.0,5120,70,525,60,Bivalve Pokémon,180.0,1250000,1.5,50.0,Parshenパルシェン,Cloyster,50.0,91,85.0,45.0,70.0,Water,Ice,132.5,1,0
90,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,35.0,5120,70,310,190,Gas Pokémon,30.0,1059860,1.3,30.0,Ghosゴース,Gastly,50.0,92,100.0,35.0,80.0,Ghost,Poison,0.1,1,0
91,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,50.0,5120,70,405,90,Gas Pokémon,45.0,1059860,1.6,45.0,Ghostゴースト,Haunter,50.0,93,115.0,55.0,95.0,Ghost,Poison,0.1,1,0
92,['Cursed Body'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,65.0,5120,70,600,45,Shadow Pokémon,60.0,1059860,1.5,60.0,Gangarゲンガー,Gengar,50.0,94,130.0,75.0,110.0,Ghost,Poison,40.5,1,0
93,"['Rock Head', 'Sturdy', 'Weak Armor']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,45.0,6400,70,385,45,Rock Snake Pokémon,160.0,1000000,8.8,35.0,Iwarkイワーク,Onix,50.0,95,30.0,45.0,70.0,Rock,Ground,210.0,1,0
94,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48.0,5120,70,328,190,Hypnosis Pokémon,45.0,1000000,1.0,60.0,Sleepeスリープ,Drowzee,50.0,96,43.0,90.0,42.0,Psychic,,32.4,1,0
95,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,73.0,5120,70,483,75,Hypnosis Pokémon,70.0,1000000,1.6,85.0,Sleeperスリーパー,Hypno,50.0,97,73.0,115.0,67.0,Psychic,,75.6,1,0
96,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105.0,5120,70,325,225,River Crab Pokémon,90.0,1000000,0.4,30.0,Crabクラブ,Krabby,50.0,98,25.0,25.0,50.0,Water,,6.5,1,0
97,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,130.0,5120,70,475,60,Pincer Pokémon,115.0,1000000,1.3,55.0,Kinglerキングラー,Kingler,50.0,99,50.0,50.0,75.0,Water,,60.0,1,0
98,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30.0,5120,70,330,190,Ball Pokémon,50.0,1000000,0.5,40.0,Biriridamaビリリダマ,Voltorb,,100,55.0,55.0,100.0,Electric,,10.4,1,0
99,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50.0,5120,70,490,60,Ball Pokémon,70.0,1000000,1.2,60.0,Marumineマルマイン,Electrode,,101,80.0,80.0,140.0,Electric,,66.6,1,0
100,"['Chlorophyll', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,40.0,5120,70,325,90,Egg Pokémon,80.0,1250000,0.4,60.0,Tamatamaタマタマ,Exeggcute,50.0,102,60.0,45.0,40.0,Grass,Psychic,2.5,1,0
101,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,95.0,5120,70,530,45,Coconut Pokémon,85.0,1250000,,95.0,Nassyナッシー,Exeggutor,50.0,103,125.0,65.0,55.0,Grass,Psychic,,1,0
102,"['Rock Head', 'Lightningrod', 'Battle Armor']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,50.0,5120,70,320,190,Lonely Pokémon,95.0,1000000,0.4,50.0,Karakaraカラカラ,Cubone,50.0,104,40.0,50.0,35.0,Ground,,6.5,1,0
103,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,80.0,5120,70,425,75,Bone Keeper Pokémon,110.0,1000000,,60.0,Garagaraガラガラ,Marowak,50.0,105,50.0,80.0,45.0,Ground,fire,,1,0
104,"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120.0,6400,70,455,45,Kicking Pokémon,53.0,1000000,1.5,50.0,Sawamularサワムラー,Hitmonlee,100.0,106,35.0,110.0,87.0,Fighting,,49.8,1,0
105,"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105.0,6400,70,455,45,Punching Pokémon,79.0,1000000,1.4,50.0,Ebiwalarエビワラー,Hitmonchan,100.0,107,35.0,110.0,76.0,Fighting,,50.2,1,0
106,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,5120,70,385,45,Licking Pokémon,75.0,1000000,1.2,90.0,Beroringaベロリンガ,Lickitung,50.0,108,60.0,75.0,30.0,Normal,,65.5,1,0
107,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,65.0,5120,70,340,190,Poison Gas Pokémon,95.0,1000000,0.6,40.0,Dogarsドガース,Koffing,50.0,109,60.0,45.0,35.0,Poison,,1.0,1,0
108,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,90.0,5120,70,490,60,Poison Gas Pokémon,120.0,1000000,1.2,65.0,Matadogasマタドガス,Weezing,50.0,110,85.0,70.0,60.0,Poison,,9.5,1,0
109,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,85.0,5120,70,345,120,Spikes Pokémon,95.0,1250000,1.0,80.0,Sihornサイホーン,Rhyhorn,50.0,111,30.0,30.0,25.0,Ground,Rock,115.0,1,0
110,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130.0,5120,70,485,60,Drill Pokémon,120.0,1250000,1.9,105.0,Sidonサイドン,Rhydon,50.0,112,45.0,45.0,40.0,Ground,Rock,120.0,1,0
111,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,10240,140,450,30,Egg Pokémon,5.0,800000,1.1,250.0,Luckyラッキー,Chansey,0.0,113,35.0,105.0,50.0,Normal,,34.6,1,0
112,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55.0,5120,70,435,45,Vine Pokémon,115.0,1000000,1.0,65.0,Monjaraモンジャラ,Tangela,50.0,114,100.0,40.0,60.0,Grass,,35.0,1,0
113,"['Early Bird', 'Scrappy', 'Inner Focus']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95.0,5120,70,590,45,Parent Pokémon,80.0,1000000,2.2,105.0,Garuraガルーラ,Kangaskhan,0.0,115,40.0,80.0,90.0,Normal,,80.0,1,0
114,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40.0,5120,70,295,225,Dragon Pokémon,70.0,1000000,0.4,30.0,Tattuタッツー,Horsea,50.0,116,70.0,25.0,60.0,Water,,8.0,1,0
115,"['Poison Point', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120,70,440,75,Dragon Pokémon,95.0,1000000,1.2,55.0,Seadraシードラ,Seadra,50.0,117,95.0,45.0,85.0,Water,,25.0,1,0
116,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67.0,5120,70,320,225,Goldfish Pokémon,60.0,1000000,0.6,45.0,Tosakintoトサキント,Goldeen,50.0,118,35.0,50.0,63.0,Water,,15.0,1,0
117,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92.0,5120,70,450,60,Goldfish Pokémon,65.0,1000000,1.3,80.0,Azumaoアズマオウ,Seaking,50.0,119,65.0,80.0,68.0,Water,,39.0,1,0
118,"['Illuminate', 'Natural Cure', 'Analytic']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45.0,5120,70,340,225,Starshape Pokémon,55.0,1250000,0.8,30.0,Hitodemanヒトデマン,Staryu,,120,70.0,55.0,85.0,Water,,34.5,1,0
119,"['Illuminate', 'Natural Cure', 'Analytic']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75.0,5120,70,520,60,Mysterious Pokémon,85.0,1250000,1.1,60.0,Starmieスターミー,Starmie,,121,100.0,85.0,115.0,Water,Psychic,80.0,1,0
120,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,45.0,6400,70,460,45,Barrier Pokémon,65.0,1000000,1.3,40.0,Barrierdバリヤード,Mr. Mime,50.0,122,100.0,120.0,90.0,Psychic,Fairy,54.5,1,0
121,"['Swarm', 'Technician', 'Steadfast']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,110.0,6400,70,500,45,Mantis Pokémon,80.0,1000000,1.5,70.0,Strikeストライク,Scyther,50.0,123,55.0,80.0,105.0,Bug,Flying,56.0,1,0
122,"['Oblivious', 'Forewarn', 'Dry Skin']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,50.0,6400,70,455,45,Humanshape Pokémon,35.0,1000000,1.4,65.0,Rougelaルージュラ,Jynx,0.0,124,115.0,95.0,95.0,Ice,Psychic,40.6,1,0
123,"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,83.0,6400,70,490,45,Electric Pokémon,57.0,1000000,1.1,65.0,Elebooエレブー,Electabuzz,75.4,125,95.0,85.0,105.0,Electric,,30.0,1,0
124,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95.0,6400,70,495,45,Spitfire Pokémon,57.0,1000000,1.3,65.0,Booberブーバー,Magmar,75.4,126,100.0,85.0,93.0,Fire,,44.5,1,0
125,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,125.0,6400,70,600,45,Stagbeetle Pokémon,100.0,1250000,1.5,65.0,Kailiosカイロス,Pinsir,50.0,127,55.0,70.0,85.0,Bug,,55.0,1,0
126,"['Intimidate', 'Anger Point', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,5120,70,490,45,Wild Bull Pokémon,95.0,1250000,1.4,75.0,Kentaurosケンタロス,Tauros,100.0,128,40.0,70.0,110.0,Normal,,88.4,1,0
127,"['Swift Swim', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10.0,1280,70,200,255,Fish Pokémon,55.0,1250000,0.9,20.0,Koikingコイキング,Magikarp,50.0,129,15.0,20.0,80.0,Water,,10.0,1,0
128,"['Intimidate', 'Moxie']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,125.0,1280,70,640,45,Atrocious Pokémon,79.0,1250000,6.5,95.0,Gyaradosギャラドス,Gyarados,50.0,130,60.0,100.0,81.0,Water,Flying,235.0,1,0
129,"['Water Absorb', 'Shell Armor', 'Hydration']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,85.0,10240,70,535,45,Transport Pokémon,80.0,1250000,2.5,130.0,Laplaceラプラス,Lapras,50.0,131,85.0,95.0,60.0,Water,Ice,220.0,1,0
130,"['Limber', 'Imposter']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.0,5120,70,288,35,Transform Pokémon,48.0,1000000,0.3,48.0,Metamonメタモン,Ditto,,132,48.0,48.0,48.0,Normal,,4.0,1,0
131,"['Run Away', 'Adaptability', 'Anticipation']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,8960,70,325,45,Evolution Pokémon,50.0,1000000,0.3,55.0,Eievuiイーブイ,Eevee,88.1,133,45.0,65.0,55.0,Normal,,6.5,1,0
132,"['Water Absorb', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,8960,70,525,45,Bubble Jet Pokémon,60.0,1000000,1.0,130.0,Showersシャワーズ,Vaporeon,88.1,134,110.0,95.0,65.0,Water,,29.0,1,0
133,"['Volt Absorb', 'Quick Feet']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65.0,8960,70,525,45,Lightning Pokémon,60.0,1000000,0.8,65.0,Thundersサンダース,Jolteon,88.1,135,110.0,95.0,130.0,Electric,,24.5,1,0
134,"['Flash Fire', 'Guts']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,130.0,8960,70,525,45,Flame Pokémon,60.0,1000000,0.9,65.0,Boosterブースター,Flareon,88.1,136,95.0,110.0,65.0,Fire,,25.0,1,0
135,"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,5120,70,395,45,Virtual Pokémon,70.0,1000000,0.8,65.0,Porygonポリゴン,Porygon,,137,85.0,75.0,40.0,Normal,,36.5,1,0
136,"['Swift Swim', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,40.0,7680,70,355,45,Spiral Pokémon,100.0,1000000,0.4,35.0,Omniteオムナイト,Omanyte,88.1,138,90.0,55.0,35.0,Rock,Water,7.5,1,0
137,"['Swift Swim', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,60.0,7680,70,495,45,Spiral Pokémon,125.0,1000000,1.0,70.0,Omstarオムスター,Omastar,88.1,139,115.0,70.0,55.0,Rock,Water,35.0,1,0
138,"['Swift Swim', 'Battle Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,80.0,7680,70,355,45,Shellfish Pokémon,90.0,1000000,0.5,30.0,Kabutoカブト,Kabuto,88.1,140,55.0,45.0,55.0,Rock,Water,11.5,1,0
139,"['Swift Swim', 'Battle Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,115.0,7680,70,495,45,Shellfish Pokémon,105.0,1000000,1.3,60.0,Kabutopsカブトプス,Kabutops,88.1,141,65.0,70.0,80.0,Rock,Water,40.5,1,0
140,"['Rock Head', 'Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,105.0,8960,70,615,45,Fossil Pokémon,65.0,1250000,1.8,80.0,Pteraプテラ,Aerodactyl,88.1,142,60.0,75.0,130.0,Rock,Flying,59.0,1,0
141,"['Immunity', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,10240,70,540,25,Sleeping Pokémon,65.0,1250000,2.1,160.0,Kabigonカビゴン,Snorlax,88.1,143,65.0,110.0,30.0,Normal,,460.0,1,0
142,"['Pressure', 'Snow Cloak']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,85.0,20480,35,580,3,Freeze Pokémon,100.0,1250000,1.7,90.0,Freezerフリーザー,Articuno,,144,95.0,125.0,85.0,Ice,Flying,55.4,1,1
143,"['Pressure', 'Static']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,90.0,20480,35,580,3,Electric Pokémon,85.0,1250000,1.6,90.0,Thunderサンダー,Zapdos,,145,125.0,90.0,100.0,Electric,Flying,52.6,1,1
144,"['Pressure', 'Flame Body']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,100.0,20480,35,580,3,Flame Pokémon,90.0,1250000,2.0,90.0,Fireファイヤー,Moltres,,146,125.0,85.0,90.0,Fire,Flying,60.0,1,1
145,"['Shed Skin', 'Marvel Scale']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,64.0,10240,35,300,45,Dragon Pokémon,45.0,1250000,1.8,41.0,Miniryuミニリュウ,Dratini,50.0,147,50.0,50.0,50.0,Dragon,,3.3,1,0
