,name,pokedex_number,generation,type1,type2,is_legendary,attack,sp_attack,defense,sp_defense,speed,hp,height_m,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
491,Shaymin,492,4,grass,grass,1,103,120,75,75,127,100,0.2,2.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
492,Arceus,493,4,normal,unknown,1,120,120,120,120,120,120,3.2,320.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
493,Victini,494,5,psychic,fire,1,100,100,100,100,100,100,0.4,4.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0
494,Snivy,495,5,grass,unknown,0,45,45,55,55,63,45,0.6,8.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
495,Servine,496,5,grass,unknown,0,60,60,75,75,83,60,0.8,16.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
496,Serperior,497,5,grass,unknown,0,75,75,95,95,113,75,3.3,63.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
497,Tepig,498,5,fire,unknown,0,63,45,45,45,45,65,0.5,9.9,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
498,Pignite,499,5,fire,fight,0,93,70,55,55,55,90,1.0,55.5,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
499,Emboar,500,5,fire,fight,0,123,100,65,65,65,110,1.6,150.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
500,Oshawott,501,5,water,unknown,0,55,63,45,45,45,55,0.5,5.9,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
501,Dewott,502,5,water,unknown,0,75,83,60,60,60,75,0.8,24.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
502,Samurott,503,5,water,unknown,0,100,108,85,70,70,95,1.5,94.6,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
503,Patrat,504,5,normal,unknown,0,55,35,39,39,42,45,0.5,11.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
504,Watchog,505,5,normal,unknown,0,85,60,69,69,77,60,1.1,27.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
505,Lillipup,506,5,normal,unknown,0,60,25,45,45,55,45,0.4,4.1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
506,Herdier,507,5,normal,unknown,0,80,35,65,65,60,65,0.9,14.7,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
507,Stoutland,508,5,normal,unknown,0,110,45,90,90,80,85,1.2,61.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
508,Purrloin,509,5,dark,unknown,0,50,50,37,37,66,41,0.4,10.1,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
509,Liepard,510,5,dark,unknown,0,88,88,50,50,106,64,1.1,37.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
510,Pansage,511,5,grass,unknown,0,53,53,48,48,64,50,0.6,10.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
511,Simisage,512,5,grass,unknown,0,98,98,63,63,101,75,1.1,30.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
512,Pansear,513,5,fire,unknown,0,53,53,48,48,64,50,0.6,11.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
513,Simisear,514,5,fire,unknown,0,98,98,63,63,101,75,1.0,28.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
514,Panpour,515,5,water,unknown,0,53,53,48,48,64,50,0.6,13.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
515,Simipour,516,5,water,unknown,0,98,98,63,63,101,75,1.0,29.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
516,Munna,517,5,psychic,unknown,0,25,67,45,55,24,76,0.6,23.3,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
517,Musharna,518,5,psychic,unknown,0,55,107,85,95,29,116,1.1,60.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
518,Pidove,519,5,normal,flying,0,55,36,50,30,43,50,0.3,2.1,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
519,Tranquill,520,5,normal,flying,0,77,50,62,42,65,62,0.6,15.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
520,Unfezant,521,5,normal,flying,0,115,65,80,55,93,80,1.2,29.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
521,Blitzle,522,5,electric,unknown,0,60,50,32,32,76,45,0.8,29.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
522,Zebstrika,523,5,electric,unknown,0,100,80,63,63,116,75,1.6,79.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
523,Roggenrola,524,5,rock,unknown,0,75,25,85,25,15,55,0.4,18.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
524,Boldore,525,5,rock,unknown,0,105,50,105,40,20,70,0.9,102.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
525,Gigalith,526,5,rock,unknown,0,135,60,130,80,25,85,1.7,260.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
526,Woobat,527,5,psychic,flying,0,45,55,43,43,72,65,0.4,2.1,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
527,Swoobat,528,5,psychic,flying,0,57,77,55,55,114,67,0.9,10.5,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
528,Drilbur,529,5,ground,unknown,0,85,30,40,45,68,60,0.3,8.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
529,Excadrill,530,5,ground,steel,0,135,50,60,65,88,110,0.7,40.4,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0
530,Audino,531,5,normal,unknown,0,60,80,126,126,50,103,1.1,31.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
531,Timburr,532,5,fight,unknown,0,80,25,55,35,35,75,0.6,12.5,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
532,Gurdurr,533,5,fight,unknown,0,105,40,85,50,40,85,1.2,40.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
533,Conkeldurr,534,5,fight,unknown,0,140,55,95,65,45,105,1.4,87.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
534,Tympole,535,5,water,unknown,0,50,50,40,40,64,50,0.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
535,Palpitoad,536,5,water,ground,0,65,65,55,55,69,75,0.8,17.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
536,Seismitoad,537,5,water,ground,0,95,85,75,75,74,105,1.5,62.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
537,Throh,538,5,fight,unknown,0,100,30,85,85,45,120,1.3,55.5,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
538,Sawk,539,5,fight,unknown,0,125,30,75,75,85,75,1.4,51.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
539,Sewaddle,540,5,bug,grass,0,53,40,70,60,42,45,0.3,2.5,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
540,Swadloon,541,5,bug,grass,0,63,50,90,80,42,55,0.5,7.3,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
541,Leavanny,542,5,bug,grass,0,103,70,80,80,92,75,1.2,20.5,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
542,Venipede,543,5,bug,poison,0,45,30,59,39,57,30,0.4,5.3,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
543,Whirlipede,544,5,bug,poison,0,55,40,99,79,47,40,1.2,58.5,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
544,Scolipede,545,5,bug,poison,0,100,55,89,69,112,60,2.5,200.5,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
545,Cottonee,546,5,grass,fairy,0,27,37,60,50,66,40,0.3,0.6,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
546,Whimsicott,547,5,grass,fairy,0,67,77,85,75,116,60,0.7,6.6,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
547,Petilil,548,5,grass,unknown,0,35,70,50,50,30,45,0.5,6.6,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
548,Lilligant,549,5,grass,unknown,0,60,110,75,75,90,70,1.1,16.3,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
549,Basculin,550,5,water,unknown,0,92,80,65,55,98,70,1.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
550,Sandile,551,5,ground,dark,0,72,35,35,35,65,50,0.7,15.2,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
551,Krokorok,552,5,ground,dark,0,82,45,45,45,74,60,1.0,33.4,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
552,Krookodile,553,5,ground,dark,0,117,65,80,70,92,95,1.5,96.3,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
553,Darumaka,554,5,fire,unknown,0,90,15,45,45,50,70,0.6,37.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
554,Darmanitan,555,5,fire,fire,0,30,140,105,105,55,105,1.3,92.9,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
555,Maractus,556,5,grass,unknown,0,86,106,67,67,60,75,1.0,28.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
556,Dwebble,557,5,bug,rock,0,65,35,85,35,55,50,0.3,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
557,Crustle,558,5,bug,rock,0,105,65,125,75,45,70,1.4,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
558,Scraggy,559,5,dark,fight,0,75,35,70,70,48,50,0.6,11.8,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
559,Scrafty,560,5,dark,fight,0,90,45,115,115,58,65,1.1,30.0,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
560,Sigilyph,561,5,psychic,flying,0,58,103,80,80,97,72,1.4,14.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
561,Yamask,562,5,ghost,unknown,0,30,55,85,65,30,38,0.5,1.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
562,Cofagrigus,563,5,ghost,unknown,0,50,95,145,105,30,58,1.7,76.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
563,Tirtouga,564,5,water,rock,0,78,53,103,45,22,54,0.7,16.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
564,Carracosta,565,5,water,rock,0,108,83,133,65,32,74,1.2,81.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
565,Archen,566,5,rock,flying,0,112,74,45,45,70,55,0.5,9.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
566,Archeops,567,5,rock,flying,0,140,112,65,65,110,75,1.4,32.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
567,Trubbish,568,5,poison,unknown,0,50,40,62,62,65,50,0.6,31.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
568,Garbodor,569,5,poison,unknown,0,95,60,82,82,75,80,1.9,107.3,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
569,Zorua,570,5,dark,unknown,0,65,80,40,40,65,40,0.7,12.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
570,Zoroark,571,5,dark,unknown,0,105,120,60,60,105,60,1.6,81.1,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
571,Minccino,572,5,normal,unknown,0,50,40,40,40,75,55,0.4,5.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
572,Cinccino,573,5,normal,unknown,0,95,65,60,60,115,75,0.5,7.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
573,Gothita,574,5,psychic,unknown,0,30,55,50,65,45,45,0.4,5.8,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
574,Gothorita,575,5,psychic,unknown,0,45,75,70,85,55,60,0.7,18.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
575,Gothitelle,576,5,psychic,unknown,0,55,95,95,110,65,70,1.5,44.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
576,Solosis,577,5,psychic,unknown,0,30,105,40,50,20,45,0.3,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
577,Duosion,578,5,psychic,unknown,0,40,125,50,60,30,65,0.6,8.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
578,Reuniclus,579,5,psychic,unknown,0,65,125,75,85,30,110,1.0,20.1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
579,Ducklett,580,5,water,flying,0,44,44,50,50,55,62,0.5,5.5,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
580,Swanna,581,5,water,flying,0,87,87,63,63,98,75,1.3,24.2,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
581,Vanillite,582,5,ice,unknown,0,50,65,50,60,44,36,0.4,5.7,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
582,Vanillish,583,5,ice,unknown,0,65,80,65,75,59,51,1.1,41.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
583,Vanilluxe,584,5,ice,unknown,0,95,110,85,95,79,71,1.3,57.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
584,Deerling,585,5,normal,grass,0,60,40,50,50,75,60,0.6,19.5,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
585,Sawsbuck,586,5,normal,grass,0,100,60,70,70,95,80,1.9,92.5,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
586,Emolga,587,5,electric,flying,0,75,75,60,60,103,55,0.4,5.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
587,Karrablast,588,5,bug,unknown,0,75,40,45,45,60,50,0.5,5.9,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
588,Escavalier,589,5,bug,steel,0,135,60,105,105,20,70,1.0,33.0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
589,Foongus,590,5,grass,poison,0,55,55,45,55,15,69,0.2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
590,Amoonguss,591,5,grass,poison,0,85,85,70,80,30,114,0.6,10.5,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
591,Frillish,592,5,water,ghost,0,40,65,50,85,40,55,1.2,33.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
592,Jellicent,593,5,water,ghost,0,60,85,70,105,60,100,2.2,135.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
593,Alomomola,594,5,water,unknown,0,75,40,80,45,65,165,1.2,31.6,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
594,Joltik,595,5,bug,electric,0,47,57,50,50,65,50,0.1,0.6,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
595,Galvantula,596,5,bug,electric,0,77,97,60,60,108,70,0.8,14.3,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
596,Ferroseed,597,5,grass,steel,0,50,24,91,86,10,44,0.6,18.8,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
597,Ferrothorn,598,5,grass,steel,0,94,54,131,116,20,74,1.0,110.0,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
598,Klink,599,5,steel,unknown,0,55,45,70,60,30,40,0.3,21.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
599,Klang,600,5,steel,unknown,0,80,70,95,85,50,60,0.6,51.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
600,Klinklang,601,5,steel,unknown,0,100,70,115,85,90,60,0.6,81.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
601,Tynamo,602,5,electric,unknown,0,55,45,40,40,60,35,0.2,0.3,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
602,Eelektrik,603,5,electric,unknown,0,85,75,70,70,40,65,1.2,22.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
603,Eelektross,604,5,electric,unknown,0,115,105,80,80,50,85,2.1,80.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
604,Elgyem,605,5,psychic,unknown,0,55,85,55,55,30,55,0.5,9.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
605,Beheeyem,606,5,psychic,unknown,0,75,125,75,95,40,75,1.0,34.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
606,Litwick,607,5,ghost,fire,0,30,65,55,55,20,50,0.3,3.1,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
607,Lampent,608,5,ghost,fire,0,40,95,60,60,55,60,0.6,13.0,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
608,Chandelure,609,5,ghost,fire,0,55,145,90,90,80,60,1.0,34.3,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
609,Axew,610,5,dragon,unknown,0,87,30,60,40,57,46,0.6,18.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
610,Fraxure,611,5,dragon,unknown,0,117,40,70,50,67,66,1.0,36.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
611,Haxorus,612,5,dragon,unknown,0,147,60,90,70,97,76,1.8,105.5,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
612,Cubchoo,613,5,ice,unknown,0,70,60,40,40,40,55,0.5,8.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
613,Beartic,614,5,ice,unknown,0,130,70,80,80,50,95,2.6,260.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
